date,PM2.5
2015-07-20,54.0
2015-07-21,73.0
2015-07-22,70.0
2015-07-23,55.0
2015-07-24,93.0
2015-07-25,76.0
2015-07-26,61.0
2015-07-27,61.0
2015-07-28,68.0
2015-07-29,66.0
2015-07-30,79.0
2015-07-31,70.0
2015-08-01,70.0
2015-08-02,55.0
2015-08-03,75.0
2015-08-04,60.0
2015-08-05,68.0
2015-08-06,68.0
2015-08-07,77.0
2015-08-08,103.0
2015-08-09,59.0
2015-08-10,76.0
2015-08-11,77.0
2015-08-12,66.0
2015-08-13,62.0
2015-08-14,68.0
2015-08-15,59.0
2015-08-16,64.0
2015-08-17,60.0
2015-08-18,84.0
2015-08-19,98.0
2015-08-20,85.0
2015-08-21,75.0
2015-08-22,45.0
2015-08-23,84.0
2015-08-24,128.0
2015-08-25,56.0
2015-08-26,77.0
2015-08-27,59.0
2015-08-28,62.0
2015-08-29,78.0
2015-08-30,67.0
2015-08-31,72.0
2015-09-01,85.0
2015-09-02,77.0
2015-09-03,82.0
2015-09-04,91.0
2015-09-05,89.0
2015-09-06,52.0
2015-09-07,55.0
2015-09-08,103.0
2015-09-09,81.0
2015-09-10,76.0
2015-09-11,68.0
2015-09-12,76.0
2015-09-13,61.0
2015-09-14,72.0
2015-09-15,65.0
2015-09-16,62.0
2015-09-17,61.0
2015-09-18,66.0
2015-09-19,72.0
2015-09-20,49.0
2015-09-21,79.0
2015-09-22,94.0
2015-09-23,98.0
2015-09-24,102.0
2015-09-25,
2015-09-26,
2015-09-27,74.0
2015-09-28,73.0
2015-09-29,116.0
2015-09-30,89.0
2015-10-01,87.0
2015-10-02,70.0
2015-10-03,56.0
2015-10-04,55.0
2015-10-05,68.0
2015-10-06,162.0
2015-10-07,56.0
2015-10-08,57.0
2015-10-09,54.0
2015-10-10,42.0
2015-10-11,
2015-10-12,
2015-10-13,69.0
2015-10-14,68.0
2015-10-15,125.0
2015-10-16,143.0
2015-10-17,106.0
2015-10-18,93.0
2015-10-19,164.0
2015-10-20,152.0
2015-10-21,134.0
2015-10-22,155.0
2015-10-23,137.0
2015-10-24,144.0
2015-10-25,129.0
2015-10-26,150.0
2015-10-27,130.0
2015-10-28,111.0
2015-10-29,111.0
2015-10-30,106.0
2015-10-31,145.0
2015-11-01,119.0
2015-11-02,76.0
2015-11-03,
2015-11-04,157.0
2015-11-05,100.0
2015-11-06,113.0
2015-11-07,112.0
2015-11-08,111.0
2015-11-09,128.0
2015-11-10,63.0
2015-11-11,132.0
2015-11-12,209.0
2015-11-13,3.0
2015-11-14,4.0
2015-11-15,
2015-11-16,
2015-11-17,
2015-11-18,65.0
2015-11-19,54.0
2015-11-20,55.0
2015-11-21,59.0
2015-11-22,54.0
2015-11-23,49.0
2015-11-24,64.0
2015-11-25,91.0
2015-11-26,110.0
2015-11-27,110.0
2015-11-28,116.0
2015-11-29,
2015-11-30,91.0
2015-12-01,51.0
2015-12-02,63.0
2015-12-03,44.0
2015-12-04,47.0
2015-12-05,64.0
2015-12-06,76.0
2015-12-07,114.0
2015-12-08,132.0
2015-12-09,130.0
2015-12-10,104.0
2015-12-11,110.0
2015-12-12,140.0
2015-12-13,115.0
2015-12-14,166.0
2015-12-15,131.0
2015-12-16,144.0
2015-12-17,110.0
2015-12-18,155.0
2015-12-19,120.0
2015-12-20,111.0
2015-12-21,96.0
2015-12-22,120.0
2015-12-23,152.0
2015-12-24,158.0
2015-12-25,160.0
2015-12-26,151.0
2015-12-27,169.0
2015-12-28,172.0
2015-12-29,127.0
2015-12-30,128.0
2015-12-31,155.0
