date,PM2.5
2016-04-18,89.0
2016-04-19,94.0
2016-04-20,99.0
2016-04-21,101.0
2016-04-22,104.0
2016-04-23,99.0
2016-04-24,88.0
2016-04-25,97.0
2016-04-26,86.0
2016-04-27,85.0
2016-04-28,97.0
2016-04-29,101.0
2016-04-30,98.0
2016-05-01,81.0
2016-05-02,95.0
2016-05-03,96.0
2016-05-04,102.0
2016-05-05,109.0
2016-05-06,83.0
2016-05-07,80.0
2016-05-08,74.0
2016-05-09,61.0
2016-05-10,86.0
2016-05-11,100.0
2016-05-12,109.0
2016-05-13,103.0
2016-05-14,119.0
2016-05-15,119.0
2016-05-16,103.0
2016-05-17,116.0
2016-05-18,109.0
2016-05-19,99.0
2016-05-20,125.0
2016-05-21,
2016-05-22,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,
2016-05-27,
2016-05-28,
2016-05-29,
2016-05-30,85.0
2016-05-31,90.0
2016-06-01,66.0
2016-06-02,67.0
2016-06-03,
2016-06-04,
2016-06-05,
2016-06-06,
2016-06-07,
2016-06-08,
2016-06-09,
2016-06-10,
2016-06-11,
2016-06-12,
2016-06-13,
2016-06-14,
2016-06-15,
2016-06-16,
2016-06-17,134.0
2016-06-18,101.0
2016-06-19,97.0
2016-06-20,88.0
2016-06-21,94.0
2016-06-22,98.0
2016-06-23,88.0
2016-06-24,83.0
2016-06-25,
2016-06-26,
2016-06-27,74.0
2016-06-28,107.0
2016-06-29,254.0
2016-06-30,52.0
2016-07-01,105.0
2016-07-02,107.0
2016-07-03,76.0
2016-07-04,71.0
2016-07-05,62.0
2016-07-06,71.0
2016-07-07,59.0
2016-07-08,
2016-07-09,
2016-07-10,48.0
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-16,
2016-07-17,
2016-07-18,316.0
2016-07-19,115.0
2016-07-20,88.0
2016-07-21,82.0
2016-07-22,70.0
2016-07-23,
2016-07-24,40.0
2016-07-25,54.0
2016-07-26,
2016-07-27,71.0
2016-07-28,57.0
2016-07-29,79.0
2016-07-30,41.0
2016-07-31,63.0
2016-08-01,66.0
2016-08-02,71.0
2016-08-03,72.0
2016-08-04,61.0
2016-08-05,
2016-08-06,
2016-08-07,36.0
2016-08-08,67.0
2016-08-09,79.0
2016-08-10,72.0
2016-08-11,83.0
2016-08-12,83.0
2016-08-13,75.0
2016-08-14,78.0
2016-08-15,54.0
2016-08-16,156.0
2016-08-17,99.0
2016-08-18,112.0
2016-08-19,105.0
2016-08-20,128.0
2016-08-21,104.0
2016-08-22,101.0
2016-08-23,108.0
2016-08-24,97.0
2016-08-25,96.0
2016-08-26,
2016-08-27,71.0
2016-08-28,32.0
2016-08-29,45.0
2016-08-30,92.0
2016-08-31,86.0
2016-09-01,97.0
2016-09-02,74.0
2016-09-03,96.0
2016-09-04,112.0
2016-09-05,73.0
2016-09-06,105.0
2016-09-07,90.0
2016-09-08,90.0
2016-09-09,
2016-09-10,131.0
2016-09-11,86.0
2016-09-12,
2016-09-13,80.0
2016-09-14,60.0
2016-09-15,6.0
2016-09-16,89.0
2016-09-17,94.0
2016-09-18,
2016-09-19,74.0
2016-09-20,96.0
2016-09-21,63.0
2016-09-22,336.0
2016-09-23,160.0
2016-09-24,149.0
2016-09-25,
2016-09-26,158.0
2016-09-27,
2016-09-28,182.0
2016-09-29,161.0
2016-09-30,163.0
2016-10-01,156.0
2016-10-02,
2016-10-03,
2016-10-04,159.0
2016-10-05,159.0
2016-10-06,141.0
2016-10-07,117.0
2016-10-08,100.0
2016-10-09,68.0
2016-10-10,68.0
2016-10-11,68.0
2016-10-12,80.0
2016-10-13,75.0
2016-10-14,43.0
2016-10-15,49.0
2016-10-16,
2016-10-17,171.0
2016-10-18,159.0
2016-10-19,
2016-10-20,166.0
2016-10-21,173.0
2016-10-22,202.0
2016-10-23,164.0
2016-10-24,164.0
2016-10-25,184.0
2016-10-26,176.0
2016-10-27,166.0
2016-10-28,165.0
2016-10-29,179.0
2016-10-30,153.0
2016-10-31,129.0
2016-11-01,91.0
2016-11-02,122.0
2016-11-03,138.0
2016-11-04,159.0
2016-11-05,156.0
2016-11-06,135.0
2016-11-07,127.0
2016-11-08,156.0
2016-11-09,142.0
2016-11-10,131.0
2016-11-11,156.0
2016-11-12,150.0
2016-11-13,125.0
2016-11-14,157.0
2016-11-15,102.0
2016-11-16,106.0
2016-11-17,140.0
2016-11-18,134.0
2016-11-19,144.0
2016-11-20,
2016-11-21,134.0
2016-11-22,135.0
2016-11-23,134.0
2016-11-24,156.0
2016-11-25,130.0
2016-11-26,130.0
2016-11-27,118.0
2016-11-28,136.0
2016-11-29,139.0
2016-11-30,126.0
2016-12-01,134.0
2016-12-02,118.0
2016-12-03,68.0
2016-12-04,95.0
2016-12-05,87.0
2016-12-06,114.0
2016-12-07,131.0
2016-12-08,113.0
2016-12-09,132.0
2016-12-10,112.0
2016-12-11,135.0
2016-12-12,140.0
2016-12-13,230.0
2016-12-14,121.0
2016-12-15,99.0
2016-12-16,125.0
2016-12-17,130.0
2016-12-18,136.0
2016-12-19,160.0
2016-12-20,135.0
2016-12-21,142.0
2016-12-22,135.0
2016-12-23,149.0
2016-12-24,150.0
2016-12-25,151.0
2016-12-26,147.0
2016-12-27,136.0
2016-12-28,130.0
2016-12-29,130.0
2016-12-30,145.0
2016-12-31,141.0
